-,60,_
61531,Bellina,5*,shadow,dagger,5886,Twinfold_Bonds,Howling_to_the_Heavens,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:11161,force_strike:285,skill_1:43667,skill_2:5747,team_buff:585,dx:83
26190,_c_Bellina,5*,shadow,dagger,4562,Twinfold_Bonds,Howling_to_the_Heavens,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,!<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:4673,force_strike:182,skill_1:20726,skill_2:555,dx:52
-,60,affliction
67969,Bellina,5*,shadow,dagger,5864,Twinfold_Bonds,The_Plaguebringer,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:12356,force_strike:320,skill_1:48262,skill_2:6352,team_buff:585,dx:91
31660,_c_Bellina,5*,shadow,dagger,4546,Twinfold_Bonds,The_Plaguebringer,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,!<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:5651,force_strike:220,skill_1:25053,skill_2:671,dx:63
-,120,_
58984,Bellina,5*,shadow,dagger,5886,Twinfold_Bonds,Howling_to_the_Heavens,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:13360,force_strike:143,skill_1:44263,team_buff:1175,dx:41
20825,_c_Bellina,5*,shadow,dagger,4562,Twinfold_Bonds,Howling_to_the_Heavens,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,!<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:5429,force_strike:91,skill_1:15278,dx:26
-,120,affliction
65080,Bellina,5*,shadow,dagger,5864,Twinfold_Bonds,The_Plaguebringer,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:14776,force_strike:160,skill_1:48920,team_buff:1175,dx:46
25174,_c_Bellina,5*,shadow,dagger,4546,Twinfold_Bonds,The_Plaguebringer,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,!<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:6563,force_strike:110,skill_1:18467,dx:31
-,180,_
60849,Bellina,5*,shadow,dagger,5886,Twinfold_Bonds,Howling_to_the_Heavens,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:13376,force_strike:193,skill_1:44414,skill_2:1634,team_buff:1174,dx:55
20685,_c_Bellina,5*,shadow,dagger,4562,Twinfold_Bonds,Howling_to_the_Heavens,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,!<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:5452,force_strike:122,skill_1:14888,skill_2:185,dx:35
-,180,affliction
67137,Bellina,5*,shadow,dagger,5864,Twinfold_Bonds,The_Plaguebringer,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:14790,force_strike:215,skill_1:49087,skill_2:1806,team_buff:1174,dx:61
25004,_c_Bellina,5*,shadow,dagger,4546,Twinfold_Bonds,The_Plaguebringer,Gala_Cat_Sith,Agito2,Ieyasu,Curran,Berserker,Weapon,Sha_Wujing,!<always connect hits & hp≤40 & hit15 & hp=30.0% & s4 defdown for 10s>,,attack:6591,force_strike:148,skill_1:17996,skill_2:224,dx:42
